,task_id,author_solution,student_solution,help,description,tests,id_solution,author_comment_embedding,level
45,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
46,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
47,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
48,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, emid))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
49,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researcg' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
50,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'reseacrh' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
51,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
52,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
53,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
54,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
55,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
56,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка в логике,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
57,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка с опечаткой,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
58,53,"def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'research' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))","def check_access(department, employee_id):
    research = ['R123', 'R456', 'R789']
    development = ['D321', 'D654', 'D987']
    if department == 'researc' and employee_id in research:
        return True
    elif department == 'development' and employee_id in development:
        return True
    else:
        return False

depart = input()
em_id = input()
print(check_access(depart, em_id))",ошибка в логике,"Реализуйте программу, которая проверяет, может ли сотрудник компании получить доступ к конфиденциальным данным. У компании есть списки сотрудников из разных отделов: research, development и finance. Программе на вход подается отдел, в котором работает сотрудник (строка), и его ID (строка). Программа выводит True, если сотрудник работает в одном из отделов research или development и его ID присутствует в соответствующем списке, иначе выводит False.",,,,
59,55,"books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())","books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.split(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())",ошибка в логике,"Напишите программу, которая определит книги с максимальной оценкой.

Вводится количество книг и их названия, а также оценки в шкале от 1 до 5. Каждая строка содержит название книги и числовой рейтинг, разделенные запятой.
Гарантируется, что ввод заканчивается строкой 'СТОП'.
Программа должна вывести названия книг с наибольшей оценкой, если их несколько, то в том же порядке, что и при вводе. Названия книг в выводе должны быть в верхнем регистре, каждое на новой строке. Если нет ни одной книги с оценкой 5, то программа должна вывести 'Нет книг с максимальным рейтингом'.",,,,
60,55,"books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())","books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.split(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())",ошибка в синтаксисе,"Напишите программу, которая определит книги с максимальной оценкой.

Вводится количество книг и их названия, а также оценки в шкале от 1 до 5. Каждая строка содержит название книги и числовой рейтинг, разделенные запятой.
Гарантируется, что ввод заканчивается строкой 'СТОП'.
Программа должна вывести названия книг с наибольшей оценкой, если их несколько, то в том же порядке, что и при вводе. Названия книг в выводе должны быть в верхнем регистре, каждое на новой строке. Если нет ни одной книги с оценкой 5, то программа должна вывести 'Нет книг с максимальным рейтингом'.",,,,
61,55,"books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())","books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(books.upper())",ошибка в логике,"Напишите программу, которая определит книги с максимальной оценкой.

Вводится количество книг и их названия, а также оценки в шкале от 1 до 5. Каждая строка содержит название книги и числовой рейтинг, разделенные запятой.
Гарантируется, что ввод заканчивается строкой 'СТОП'.
Программа должна вывести названия книг с наибольшей оценкой, если их несколько, то в том же порядке, что и при вводе. Названия книг в выводе должны быть в верхнем регистре, каждое на новой строке. Если нет ни одной книги с оценкой 5, то программа должна вывести 'Нет книг с максимальным рейтингом'.",,,,
62,55,"books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())","books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным ретингом')
else:
    for book in best_books:
        print(book.upper())",ошибка с опечаткой,"Напишите программу, которая определит книги с максимальной оценкой.

Вводится количество книг и их названия, а также оценки в шкале от 1 до 5. Каждая строка содержит название книги и числовой рейтинг, разделенные запятой.
Гарантируется, что ввод заканчивается строкой 'СТОП'.
Программа должна вывести названия книг с наибольшей оценкой, если их несколько, то в том же порядке, что и при вводе. Названия книг в выводе должны быть в верхнем регистре, каждое на новой строке. Если нет ни одной книги с оценкой 5, то программа должна вывести 'Нет книг с максимальным рейтингом'.",,,,
63,55,"books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())","books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.split(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())",ошибка в логике,"Напишите программу, которая определит книги с максимальной оценкой.

Вводится количество книг и их названия, а также оценки в шкале от 1 до 5. Каждая строка содержит название книги и числовой рейтинг, разделенные запятой.
Гарантируется, что ввод заканчивается строкой 'СТОП'.
Программа должна вывести названия книг с наибольшей оценкой, если их несколько, то в том же порядке, что и при вводе. Названия книг в выводе должны быть в верхнем регистре, каждое на новой строке. Если нет ни одной книги с оценкой 5, то программа должна вывести 'Нет книг с максимальным рейтингом'.",,,,
64,55,"books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())","books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.uppper())",ошибка в синтаксисе,"Напишите программу, которая определит книги с максимальной оценкой.

Вводится количество книг и их названия, а также оценки в шкале от 1 до 5. Каждая строка содержит название книги и числовой рейтинг, разделенные запятой.
Гарантируется, что ввод заканчивается строкой 'СТОП'.
Программа должна вывести названия книг с наибольшей оценкой, если их несколько, то в том же порядке, что и при вводе. Названия книг в выводе должны быть в верхнем регистре, каждое на новой строке. Если нет ни одной книги с оценкой 5, то программа должна вывести 'Нет книг с максимальным рейтингом'.",,,,
65,55,"books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 1)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())","books = []
while True:
    entry = input()
    if entry == 'СТОП':
        break
    books.append(entry)
max_rating = 0
best_books = []
for book in books:
    name, rating = book.rsplit(',', 2)
    rating = int(rating)
    if rating > max_rating:
        max_rating = rating
        best_books = [name.strip()]
    elif rating == max_rating:
        best_books.append(name.strip())
if max_rating < 5:
    print('Нет книг с максимальным рейтингом')
else:
    for book in best_books:
        print(book.upper())",ошибка в синтаксисе,"Напишите программу, которая определит книги с максимальной оценкой.

Вводится количество книг и их названия, а также оценки в шкале от 1 до 5. Каждая строка содержит название книги и числовой рейтинг, разделенные запятой.
Гарантируется, что ввод заканчивается строкой 'СТОП'.
Программа должна вывести названия книг с наибольшей оценкой, если их несколько, то в том же порядке, что и при вводе. Названия книг в выводе должны быть в верхнем регистре, каждое на новой строке. Если нет ни одной книги с оценкой 5, то программа должна вывести 'Нет книг с максимальным рейтингом'.",,,,
66,56,"students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countries in students.items() if country in countries]
print('; '.join(result))","students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countries in students.items() if country in countries.keys()]
print('; '.join(result))",ошибка в логике,"В школе у класса было соревнование на знание столицы разных стран. Перед вами список, содержащий учеников и их данные о странах и столицах, которые они запомнили.
Дан словарь students, где ключи — фамилии и имена учеников, разделенные пробелом, а значения — словари, в которых ключи — названия стран, а значения — их столицы. Этот код уже написан.
На вход программе подается название страны (строка).
Выведите через точку с запятой и пробел имена и фамилии учеников (в верхнем регистре), которые знают столицу этой страны, в том порядке, в котором они встречаются в словаре.
Если таких нет, программа ничего не должна выводить.",,,,
67,56,"students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countries in students.items() if country in countries]
print('; '.join(result))","students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countries in students.items() if country in countries.keys()]
print('; '.join(results))",ошибка в логике,"В школе у класса было соревнование на знание столицы разных стран. Перед вами список, содержащий учеников и их данные о странах и столицах, которые они запомнили.
Дан словарь students, где ключи — фамилии и имена учеников, разделенные пробелом, а значения — словари, в которых ключи — названия стран, а значения — их столицы. Этот код уже написан.
На вход программе подается название страны (строка).
Выведите через точку с запятой и пробел имена и фамилии учеников (в верхнем регистре), которые знают столицу этой страны, в том порядке, в котором они встречаются в словаре.
Если таких нет, программа ничего не должна выводить.",,,,
68,56,"students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countries in students.items() if country in countries]
print('; '.join(result))","students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countris in students.items() if country in countris]
print('; '.join(result))",ошибка с опечаткой,"В школе у класса было соревнование на знание столицы разных стран. Перед вами список, содержащий учеников и их данные о странах и столицах, которые они запомнили.
Дан словарь students, где ключи — фамилии и имена учеников, разделенные пробелом, а значения — словари, в которых ключи — названия стран, а значения — их столицы. Этот код уже написан.
На вход программе подается название страны (строка).
Выведите через точку с запятой и пробел имена и фамилии учеников (в верхнем регистре), которые знают столицу этой страны, в том порядке, в котором они встречаются в словаре.
Если таких нет, программа ничего не должна выводить.",,,,
69,56,"students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countries in students.items() if country in countries]
print('; '.join(result))","students = {'Иванов Иван': {'Россия': 'Москва', 'Франция': 'Париж'}, 'Петров Петр': {'Италия': 'Рим', 'Франция': 'Париж'}, 'Сидоров Алексей': {'Германия': 'Берлин'}}
country = input().strip()
result = [name.upper() for name, countries in students.items() if country in countries.values()]
print('; '.join(result))",ошибка в логике,"В школе у класса было соревнование на знание столицы разных стран. Перед вами список, содержащий учеников и их данные о странах и столицах, которые они запомнили.
Дан словарь students, где ключи — фамилии и имена учеников, разделенные пробелом, а значения — словари, в которых ключи — названия стран, а значения — их столицы. Этот код уже написан.
На вход программе подается название страны (строка).
Выведите через точку с запятой и пробел имена и фамилии учеников (в верхнем регистре), которые знают столицу этой страны, в том порядке, в котором они встречаются в словаре.
Если таких нет, программа ничего не должна выводить.",,,,
